# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
7.0440,4.047293,2.38289,0.71051
7.0450,4.049661,2.36846,0.50469
7.0460,4.052015,2.35402,0.54882
7.0470,4.054355,2.33957,0.49951
7.0480,4.056680,2.32509,0.86839
7.0490,4.058991,2.31060,0.65760
7.0500,4.061287,2.29610,0.50147
7.0510,4.063568,2.28158,0.47489
7.0520,4.065835,2.26704,0.54185
7.0530,4.068088,2.25249,0.71383
7.0540,4.070326,2.23793,0.61931
7.0550,4.072549,2.22334,0.45429
7.0560,4.074758,2.20875,0.47556
7.0570,4.076952,2.19413,0.52276
7.0580,4.079132,2.17951,0.44803
7.0590,4.081296,2.16486,0.45635
7.0600,4.083447,2.15021,0.48234
7.0610,4.085582,2.13554,0.44948
7.0620,4.087703,2.12085,0.53981
7.0630,4.089809,2.10615,0.48845
7.0640,4.091901,2.09143,0.50427
7.0650,4.093977,2.07670,0.52172
7.0660,4.096039,2.06196,0.42816
7.0670,4.098086,2.04720,0.41417
7.0680,4.100119,2.03243,0.31340
7.0690,4.102137,2.01764,0.37812
7.0700,4.104139,2.00284,0.21840
7.0710,4.106127,1.98803,0.42787
7.0720,4.108101,1.97320,0.39632
7.0730,4.110059,1.95836,0.47447
7.0740,4.112002,1.94350,0.25651
7.0750,4.113931,1.92864,0.28795
7.0760,4.115845,1.91376,0.37403
7.0770,4.117744,1.89886,0.31467
7.0780,4.119628,1.88395,0.36190
7.0790,4.121497,1.86903,0.28517
7.0800,4.123351,1.85410,0.30651
7.0810,4.125190,1.83916,0.32822
7.0820,4.127014,1.82420,0.29247
7.0830,4.128823,1.80923,0.41821
7.0840,4.130618,1.79424,0.23734
7.0850,4.132397,1.77925,0.21512
7.0860,4.134161,1.76424,0.26653
7.0870,4.135910,1.74922,0.32562
7.0880,4.137645,1.73419,0.18073
7.0890,4.139364,1.71915,0.38369
7.0900,4.141068,1.70409,0.30704
7.0910,4.142757,1.68903,0.13320
7.0920,4.144431,1.67395,0.19328
7.0930,4.146090,1.65886,0.26407
7.0940,4.147733,1.64376,0.23659
7.0950,4.149362,1.62864,0.26593
7.0960,4.150976,1.61352,0.17043
7.0970,4.152574,1.59838,0.23300
7.0980,4.154157,1.58324,0.20436
7.0990,4.155725,1.56808,0.13941
7.1000,4.157278,1.55291,0.05120
7.1010,4.158816,1.53774,0.11443
7.1020,4.160338,1.52255,0.10141
7.1030,4.161846,1.50735,0.29289
7.1040,4.163338,1.49214,0.10331
7.1050,4.164815,1.47692,0.21430
7.1060,4.166277,1.46169,0.12751
7.1070,4.167723,1.44645,0.09302
7.1080,4.169154,1.43120,0.02101
7.1090,4.170570,1.41594,0.15149
7.1100,4.171971,1.40067,0.03630
7.1110,4.173356,1.38539,-0.03841
7.1120,4.174726,1.37011,0.25888
7.1130,4.176081,1.35481,-0.00942
7.1140,4.177421,1.33950,0.10961
7.1150,4.178745,1.32418,0.09871
7.1160,4.180054,1.30886,0.01044
7.1170,4.181347,1.29353,-0.06730
7.1180,4.182625,1.27818,0.19853
7.1190,4.183888,1.26283,-0.10526
7.1200,4.185136,1.24747,0.15500
7.1210,4.186368,1.23210,0.09736
7.1220,4.187584,1.21672,0.01122
7.1230,4.188786,1.20134,-0.01049
7.1240,4.189972,1.18594,0.08888
7.1250,4.191142,1.17054,-0.07704
7.1260,4.192297,1.15513,0.14702
7.1270,4.193437,1.13971,-0.05119
7.1280,4.194561,1.12429,-0.17866
7.1290,4.195670,1.10885,0.08632
7.1300,4.196764,1.09341,-0.12290
7.1310,4.197842,1.07796,0.15912
7.1320,4.198904,1.06251,-0.02209
7.1330,4.199951,1.04705,-0.19626
7.1340,4.200983,1.03157,-0.12535
7.1350,4.201999,1.01610,0.03668
7.1360,4.202999,1.00061,-0.10971
7.1370,4.203985,0.98512,0.00849
7.1380,4.204954,0.96962,-0.09279
7.1390,4.205908,0.95412,-0.09676
7.1400,4.206847,0.93861,-0.08887
7.1410,4.207770,0.92309,-0.04369
7.1420,4.208678,0.90756,-0.25760
7.1430,4.209570,0.89203,-0.04592
7.1440,4.210446,0.87650,-0.09681
7.1450,4.211307,0.86096,-0.13190
7.1460,4.212153,0.84541,-0.10773
7.1470,4.212982,0.82985,-0.08331
7.1480,4.213797,0.81429,-0.11260
7.1490,4.214595,0.79873,-0.14871
7.1500,4.215379,0.78316,-0.06531
7.1510,4.216146,0.76758,-0.00831
7.1520,4.216898,0.75200,-0.11782
7.1530,4.217635,0.73641,0.03266
7.1540,4.218355,0.72082,-0.30584
7.1550,4.219061,0.70522,-0.16134
7.1560,4.219750,0.68962,-0.12096
7.1570,4.220424,0.67402,-0.00155
7.1580,4.221083,0.65841,-0.14569
7.1590,4.221725,0.64279,-0.02195
7.1600,4.222353,0.62717,-0.19344
7.1610,4.222964,0.61155,-0.36355
7.1620,4.223560,0.59592,-0.03938
7.1630,4.224140,0.58029,-0.42952
7.1640,4.224705,0.56465,-0.17572
7.1650,4.225254,0.54901,-0.11164
7.1660,4.225787,0.53337,0.03469
7.1670,4.226305,0.51772,-0.11190
7.1680,4.226807,0.50207,-0.08532
7.1690,4.227294,0.48641,-0.16864
7.1700,4.227764,0.47075,-0.02156
7.1710,4.228219,0.45509,-0.26973
7.1720,4.228659,0.43943,-0.21953
7.1730,4.229083,0.42376,-0.04340
7.1740,4.229491,0.40809,-0.15802
7.1750,4.229883,0.39242,-0.07090
7.1760,4.230260,0.37674,0.00643
7.1770,4.230621,0.36106,0.01664
7.1780,4.230966,0.34538,-0.06005
7.1790,4.231296,0.32970,-0.03088
7.1800,4.231610,0.31402,-0.07957
7.1810,4.231908,0.29833,-0.04542
7.1820,4.232191,0.28264,-0.21452
7.1830,4.232458,0.26695,-0.13617
7.1840,4.232709,0.25125,-0.18131
7.1850,4.232945,0.23556,-0.08363
7.1860,4.233165,0.21986,0.02794
7.1870,4.233369,0.20416,-0.09905
7.1880,4.233557,0.18846,-0.26307
7.1890,4.233730,0.17276,-0.23276
7.1900,4.233887,0.15706,-0.15307
7.1910,4.234028,0.14136,-0.25342
7.1920,4.234154,0.12565,-0.20184
7.1930,4.234264,0.10995,-0.27238
7.1940,4.234358,0.09424,-0.13400
7.1950,4.234437,0.07854,-0.15186
7.1960,4.234500,0.06283,-0.28752
7.1970,4.234547,0.04712,-0.13189
7.1980,4.234578,0.03142,-0.10648
7.1990,4.234594,0.01571,-0.10293
7.2000,4.234594,-0.00000,4.08611
7.2010,4.234578,-0.01571,3.95918
7.2020,4.234547,-0.03142,4.03966
7.2030,4.234500,-0.04712,4.03916
7.2040,4.234437,-0.06283,3.94785
7.2050,4.234358,-0.07854,3.99565
7.2060,4.234264,-0.09424,4.07326
7.2070,4.234154,-0.10995,3.89482
7.2080,4.234028,-0.12565,3.88558
7.2090,4.233887,-0.14136,3.95032
7.2100,4.233730,-0.15706,3.91285
7.2110,4.233557,-0.17276,3.88537
7.2120,4.233369,-0.18846,4.00537
7.2130,4.233165,-0.20416,4.05694
7.2140,4.232945,-0.21986,3.95000
7.2150,4.232709,-0.23556,3.96727
7.2160,4.232458,-0.25125,3.96866
7.2170,4.232191,-0.26695,3.88966
7.2180,4.231908,-0.28264,3.91465
7.2190,4.231610,-0.29833,3.99623
7.2200,4.231296,-0.31402,4.00680
7.2210,4.230966,-0.32970,3.98359
7.2220,4.230621,-0.34538,3.88079
7.2230,4.230260,-0.36106,4.12185
7.2240,4.229883,-0.37674,3.89015
7.2250,4.229491,-0.39242,4.18803
7.2260,4.229083,-0.40809,4.05192
7.2270,4.228659,-0.42376,3.97561
7.2280,4.228219,-0.43943,3.95225
7.2290,4.227764,-0.45509,3.84254
7.2300,4.227294,-0.47075,4.02663
7.2310,4.226807,-0.48641,4.03282
7.2320,4.226305,-0.50207,3.99155
7.2330,4.225787,-0.51772,4.11663
7.2340,4.225254,-0.53337,4.02812
7.2350,4.224705,-0.54901,3.86147
7.2360,4.224140,-0.56465,4.07414
7.2370,4.223560,-0.58029,3.91130
7.2380,4.222964,-0.59592,3.90904
7.2390,4.222353,-0.61155,4.20874
7.2400,4.221725,-0.62717,4.04028
7.2410,4.221083,-0.64279,3.86421
7.2420,4.220424,-0.65841,4.03205
7.2430,4.219750,-0.67402,3.99090
7.2440,4.219061,-0.68962,3.94499
7.2450,4.218355,-0.70522,4.15039
7.2460,4.217635,-0.72082,4.05581
7.2470,4.216898,-0.73641,4.01918
7.2480,4.216146,-0.75200,4.03693
7.2490,4.215379,-0.76758,4.05479
7.2500,4.214595,-0.78316,4.11848
7.2510,4.213797,-0.79873,3.96814
7.2520,4.212982,-0.81429,3.93101
7.2530,4.212153,-0.82985,4.09494
7.2540,4.211307,-0.84541,4.07641
7.2550,4.210446,-0.86096,4.06080
7.2560,4.209570,-0.87650,3.98096
7.2570,4.208678,-0.89203,3.88834
7.2580,4.207770,-0.90756,3.98780
7.2590,4.206847,-0.92309,3.95725
7.2600,4.205908,-0.93861,4.08980
7.2610,4.204954,-0.95412,3.99389
7.2620,4.203985,-0.96962,4.09574
7.2630,4.202999,-0.98512,4.11382
7.2640,4.201999,-1.00061,4.00431
7.2650,4.200983,-1.01610,3.91307
7.2660,4.199951,-1.03157,4.04789
7.2670,4.198904,-1.04705,4.18745
7.2680,4.197842,-1.06251,4.12943
7.2690,4.196764,-1.07796,3.98009
7.2700,4.195670,-1.09341,3.98344
7.2710,4.194561,-1.10885,4.10978
7.2720,4.193437,-1.12429,4.06021
7.2730,4.192297,-1.13971,4.08905
7.2740,4.191142,-1.15513,4.03189
7.2750,4.189972,-1.17054,4.14382
7.2760,4.188786,-1.18594,4.08804
7.2770,4.187584,-1.20134,3.91441
7.2780,4.186368,-1.21672,4.03071
7.2790,4.185136,-1.23210,4.06337
7.2800,4.183888,-1.24747,3.97020
7.2810,4.182625,-1.26283,4.03671
7.2820,4.181347,-1.27818,4.22537
7.2830,4.180054,-1.29353,4.09958
7.2840,4.178745,-1.30886,4.14378
7.2850,4.177421,-1.32418,4.05599
7.2860,4.176081,-1.33950,4.04498
7.2870,4.174726,-1.35481,4.27001
7.2880,4.173356,-1.37011,4.35011
7.2890,4.171971,-1.38539,4.21984
7.2900,4.170570,-1.40067,4.15359
7.2910,4.169154,-1.41594,4.16693
7.2920,4.167723,-1.43120,4.28864
7.2930,4.166277,-1.44645,4.12882
7.2940,4.164815,-1.46169,4.07933
7.2950,4.163338,-1.47692,4.18548
7.2960,4.161846,-1.49214,3.99802
7.2970,4.160338,-1.50735,4.15637
7.2980,4.158816,-1.52255,4.28068
7.2990,4.157278,-1.53774,4.23439
7.3000,4.155725,-1.55291,4.37557
7.3010,4.154157,-1.56808,4.24053
7.3020,4.152574,-1.58324,4.16486
7.3030,4.150976,-1.59838,4.09462
7.3040,4.149362,-1.61352,4.24226
7.3050,4.147733,-1.62864,4.19318
7.3060,4.146090,-1.64376,4.23753
7.3070,4.144431,-1.65886,4.24150
7.3080,4.142757,-1.67395,4.17499
7.3090,4.141068,-1.68903,4.25753
7.3100,4.139364,-1.70409,4.26036
7.3110,4.137645,-1.71915,4.42837
7.3120,4.135910,-1.73419,4.30364
7.3130,4.134161,-1.74922,4.35783
7.3140,4.132397,-1.76424,4.28383
7.3150,4.130618,-1.77925,4.17292
7.3160,4.128823,-1.79424,4.25374
7.3170,4.127014,-1.80923,4.30617
7.3180,4.125190,-1.82420,4.15193
7.3190,4.123351,-1.83916,4.22390
7.3200,4.121497,-1.85410,4.12427
7.3210,4.119628,-1.86903,4.10019
7.3220,4.117744,-1.88395,4.22390
7.3230,4.115845,-1.89886,4.30501
7.3240,4.113931,-1.91376,4.16071
7.3250,4.112002,-1.92864,4.35642
7.3260,4.110059,-1.94350,4.24019
7.3270,4.108101,-1.95836,4.27222
7.3280,4.106127,-1.97320,4.28790
7.3290,4.104139,-1.98803,4.38316
7.3300,4.102137,-2.00284,4.32438
7.3310,4.100119,-2.01764,4.18974
7.3320,4.098086,-2.03243,4.22342
7.3330,4.096039,-2.04720,4.39355
7.3340,4.093977,-2.06196,4.26572
7.3350,4.091901,-2.07670,4.38521
7.3360,4.089809,-2.09143,4.43833
7.3370,4.087703,-2.10615,4.38443
7.3380,4.085582,-2.12085,4.46598
7.3390,4.083447,-2.13554,4.34002
7.3400,4.081296,-2.15021,4.36087
7.3410,4.079132,-2.16486,4.35945
7.3420,4.076952,-2.17951,4.39157
7.3430,4.074758,-2.19413,4.23585
7.3440,4.072549,-2.20875,4.46149
7.3450,4.070326,-2.22334,4.57220
7.3460,4.068088,-2.23793,4.34556
7.3470,4.065835,-2.25249,4.30062
7.3480,4.063568,-2.26704,4.40894
7.3490,4.061287,-2.28158,4.33734
7.3500,4.058991,-2.29610,4.41357
7.3510,4.056680,-2.31060,4.51200
7.3520,4.054355,-2.32509,4.42215
7.3530,4.052015,-2.33957,4.51631
7.3540,4.049661,-2.35402,4.51212
7.3550,4.047293,-2.36846,4.51325
7.3560,4.044910,-2.38289,4.46003
7.3570,4.042513,-2.39730,4.54336
7.3580,4.040101,-2.41169,4.45261
7.3590,4.037675,-2.42606,4.49079
7.3600,4.035235,-2.44042,4.48168
7.3610,4.032780,-2.45476,4.54654
7.3620,4.030311,-2.46909,4.49976
7.3630,4.027827,-2.48339,4.31494
7.3640,4.025330,-2.49768,4.57420
7.3650,4.022818,-2.51196,4.58376
7.3660,4.020291,-2.52621,4.59310
7.3670,4.017751,-2.54045,4.49512
7.3680,4.015196,-2.55468,4.43541
7.3690,4.012627,-2.56888,4.48578
7.3700,4.010044,-2.58307,4.44382
7.3710,4.007447,-2.59724,4.57862
7.3720,4.004836,-2.61139,4.54540
7.3730,4.002210,-2.62552,4.39636
7.3740,3.999571,-2.63964,4.60748
7.3750,3.996917,-2.65373,4.51169
7.3760,3.994249,-2.66781,4.58542
7.3770,3.991567,-2.68187,4.52861
7.3780,3.988871,-2.69591,4.57692
7.3790,3.986161,-2.70994,4.73936
7.3800,3.983437,-2.72394,4.58218
7.3810,3.980699,-2.73793,4.58504
7.3820,3.977948,-2.75190,4.65879
7.3830,3.975182,-2.76585,4.61990
7.3840,3.972402,-2.77978,4.47946
7.3850,3.969608,-2.79369,4.56115
7.3860,3.966801,-2.80758,4.77116
7.3870,3.963979,-2.82145,4.46416
7.3880,3.961144,-2.83530,4.56160
7.3890,3.958295,-2.84914,4.58688
7.3900,3.955432,-2.86295,4.67501
7.3910,3.952555,-2.87675,4.67865
7.3920,3.949665,-2.89052,4.53953
7.3930,3.946760,-2.90428,4.64848
7.3940,3.943842,-2.91801,4.62924
7.3950,3.940911,-2.93173,4.74263
7.3960,3.937965,-2.94542,4.65259
7.3970,3.935006,-2.95910,4.79747
7.3980,3.932033,-2.97275,4.73687
7.3990,3.929047,-2.98639,4.49191
7.4000,3.926047,-3.00000,4.76051
7.4010,3.923033,-3.01359,4.74037
7.4020,3.920006,-3.02717,4.84998
7.4030,3.916965,-3.04072,4.75024
7.4040,3.913911,-3.05425,4.65029
7.4050,3.910843,-3.06776,4.68961
7.4060,3.907762,-3.08125,4.70056
7.4070,3.904667,-3.09472,4.79374
7.4080,3.901559,-3.10816,4.83074
7.4090,3.898438,-3.12159,4.61261
7.4100,3.895303,-3.13499,4.65232
7.4110,3.892154,-3.14837,4.76890
7.4120,3.888993,-3.16173,4.80492
7.4130,3.885818,-3.17507,4.78617
7.4140,3.882629,-3.18839,4.82309
7.4150,3.879427,-3.20169,4.59231
7.4160,3.876213,-3.21496,4.85766
7.4170,3.872984,-3.22821,4.73732
7.4180,3.869743,-3.24144,4.83149
7.4190,3.866488,-3.25465,4.82135
7.4200,3.863220,-3.26783,4.83783
7.4210,3.859939,-3.28100,4.84511
7.4220,3.856645,-3.29414,4.68718
7.4230,3.853338,-3.30725,4.80715
7.4240,3.850018,-3.32035,4.76087
7.4250,3.846684,-3.33342,4.76483
7.4260,3.843338,-3.34647,4.83496
7.4270,3.839978,-3.35950,4.89974
7.4280,3.836606,-3.37250,4.78926
7.4290,3.833220,-3.38548,4.87819
7.4300,3.829822,-3.39844,4.82167
7.4310,3.826410,-3.41137,4.77018
7.4320,3.822986,-3.42428,4.78754
7.4330,3.819549,-3.43717,4.66019
7.4340,3.816099,-3.45003,4.90013
7.4350,3.812636,-3.46287,4.77315
7.4360,3.809160,-3.47569,4.88321
7.4370,3.805672,-3.48848,4.81577
7.4380,3.802171,-3.50125,4.83429
7.4390,3.798657,-3.51399,4.75850
7.4400,3.795130,-3.52671,4.90814
7.4410,3.791591,-3.53941,4.99004
7.4420,3.788038,-3.55208,4.84125
7.4430,3.784474,-3.56473,4.74846
7.4440,3.780896,-3.57735,5.02473
7.4450,3.777306,-3.58995,4.95956
7.4460,3.773704,-3.60252,5.04672
7.4470,3.770089,-3.61507,5.08894
7.4480,3.766461,-3.62759,5.02363
7.4490,3.762821,-3.64009,5.02829
7.4500,3.759169,-3.65257,4.89729
7.4510,3.755504,-3.66502,4.86832
7.4520,3.751826,-3.67744,5.07680
7.4530,3.748136,-3.68984,4.90258
7.4540,3.744434,-3.70222,4.98142
7.4550,3.740720,-3.71456,4.88748
7.4560,3.736993,-3.72689,5.09517
7.4570,3.733253,-3.73918,5.13522
7.4580,3.729502,-3.75146,4.98410
7.4590,3.725738,-3.76370,5.01951
7.4600,3.721962,-3.77592,5.00240
7.4610,3.718174,-3.78812,4.85879
7.4620,3.714374,-3.80029,4.97160
7.4630,3.710562,-3.81243,5.12890
7.4640,3.706737,-3.82454,4.94818
7.4650,3.702900,-3.83663,5.18404
7.4660,3.699052,-3.84870,5.10132
7.4670,3.695191,-3.86074,5.06659
7.4680,3.691318,-3.87275,5.17485
7.4690,3.687433,-3.88473,5.06452
7.4700,3.683537,-3.89669,5.18027
7.4710,3.679628,-3.90862,5.02851
7.4720,3.675708,-3.92052,5.15948
7.4730,3.671775,-3.93240,4.98811
7.4740,3.667831,-3.94425,5.01161
7.4750,3.663875,-3.95607,5.09195
7.4760,3.659907,-3.96787,5.12637
7.4770,3.655927,-3.97964,4.99666
7.4780,3.651936,-3.99138,5.12242
7.4790,3.647933,-4.00310,5.02200
7.4800,3.643918,-4.01478,5.10586
7.4810,3.639892,-4.02644,5.16796
7.4820,3.635854,-4.03808,5.26006
7.4830,3.631804,-4.04968,5.07329
7.4840,3.627743,-4.06126,5.04779
7.4850,3.623670,-4.07280,5.21286
7.4860,3.619586,-4.08433,5.00363
7.4870,3.615490,-4.09582,5.12569
7.4880,3.611382,-4.10728,5.07840
7.4890,3.607264,-4.11872,5.07880
7.4900,3.603134,-4.13013,4.97636
7.4910,3.598992,-4.14151,5.14181
7.4920,3.594839,-4.15286,5.10041
7.4930,3.590675,-4.16418,5.01147
7.4940,3.586500,-4.17548,5.28143
7.4950,3.582313,-4.18674,5.05605
7.4960,3.578115,-4.19798,5.16523
7.4970,3.573906,-4.20919,5.10944
7.4980,3.569685,-4.22037,5.13360
7.4990,3.565454,-4.23152,5.18789
7.5000,3.561211,-4.24264,4.87575
7.5010,3.556957,-4.25373,5.27737
7.5020,3.552693,-4.26480,5.26373
7.5030,3.548417,-4.27583,5.28043
7.5040,3.544130,-4.28684,5.04899
7.5050,3.539832,-4.29781,5.16676
7.5060,3.535523,-4.30876,5.19472
7.5070,3.531204,-4.31967,5.12443
7.5080,3.526873,-4.33056,5.14115
7.5090,3.522532,-4.34142,5.12992
7.5100,3.518179,-4.35225,5.05903
7.5110,3.513816,-4.36304,5.28817
7.5120,3.509443,-4.37381,5.23333
7.5130,3.505058,-4.38455,5.05027
7.5140,3.500663,-4.39526,5.14187
7.5150,3.496257,-4.40594,5.19200
7.5160,3.491840,-4.41658,5.23649
7.5170,3.487413,-4.42720,5.29320
7.5180,3.482975,-4.43779,5.08064
7.5190,3.478527,-4.44834,5.00480
7.5200,3.474068,-4.45887,5.10250
7.5210,3.469599,-4.46936,5.14118
7.5220,3.465119,-4.47983,5.22855
7.5230,3.460629,-4.49026,5.00763
7.5240,3.456128,-4.50067,5.09468
7.5250,3.451617,-4.51104,5.21518
7.5260,3.447096,-4.52138,5.14875
7.5270,3.442564,-4.53169,5.24952
7.5280,3.438022,-4.54197,5.09710
7.5290,3.433470,-4.55222,5.06651
7.5300,3.428907,-4.56244,5.07761
7.5310,3.424335,-4.57262,5.18226
7.5320,3.419752,-4.58278,5.27193
7.5330,3.415159,-4.59290,5.20323
7.5340,3.410556,-4.60299,5.10814
7.5350,3.405943,-4.61305,5.26051
7.5360,3.401320,-4.62308,5.30421
7.5370,3.396687,-4.63308,5.16523
7.5380,3.392044,-4.64304,5.18307
7.5390,3.387391,-4.65297,5.25907
7.5400,3.382728,-4.66288,5.00274
7.5410,3.378055,-4.67275,5.38329
7.5420,3.373373,-4.68258,5.24724
7.5430,3.368680,-4.69239,5.34091
7.5440,3.363978,-4.70216,5.08057
7.5450,3.359266,-4.71190,5.18384
7.5460,3.354544,-4.72161,5.09073
7.5470,3.349813,-4.73129,5.22982
7.5480,3.345072,-4.74093,5.06454
7.5490,3.340322,-4.75054,5.26863
7.5500,3.335562,-4.76012,5.21310
7.5510,3.330792,-4.76967,5.25402
7.5520,3.326013,-4.77918,5.14302
7.5530,3.321224,-4.78866,5.11764
7.5540,3.316426,-4.79811,5.04155
7.5550,3.311618,-4.80752,5.20768
7.5560,3.306802,-4.81690,5.04624
7.5570,3.301975,-4.82625,5.20249
7.5580,3.297140,-4.83557,5.06188
7.5590,3.292295,-4.84485,5.10008
7.5600,3.287441,-4.85410,5.13821
7.5610,3.282577,-4.86332,5.12300
7.5620,3.277705,-4.87250,5.22175
7.5630,3.272823,-4.88165,5.16073
7.5640,3.267933,-4.89077,5.27159
7.5650,3.263033,-4.89985,5.25536
7.5660,3.258124,-4.90890,5.19056
7.5670,3.253206,-4.91791,5.10661
7.5680,3.248279,-4.92690,5.14562
7.5690,3.243343,-4.93584,5.06667
7.5700,3.238398,-4.94476,5.06229
7.5710,3.233445,-4.95364,5.07577
7.5720,3.228482,-4.96248,5.05597
7.5730,3.223511,-4.97130,5.26968
7.5740,3.218531,-4.98007,5.10135
7.5750,3.213542,-4.98882,4.98205
7.5760,3.208545,-4.99753,4.98015
7.5770,3.203538,-5.00620,5.01312
7.5780,3.198523,-5.01484,5.08678
7.5790,3.193500,-5.02345,5.28597
7.5800,3.188468,-5.03202,5.21608
7.5810,3.183427,-5.04056,5.07604
7.5820,3.178378,-5.04906,5.10212
7.5830,3.173321,-5.05753,5.00538
7.5840,3.168255,-5.06597,5.12478
7.5850,3.163181,-5.07437,5.21932
7.5860,3.158098,-5.08273,5.04710
7.5870,3.153007,-5.09106,5.02866
7.5880,3.147907,-5.09936,5.13505
7.5890,3.142800,-5.10762,4.85220
7.5900,3.137684,-5.11584,5.09330
7.5910,3.132560,-5.12403,4.98662
7.5920,3.127428,-5.13219,5.12980
7.5930,3.122287,-5.14031,5.33569
7.5940,3.117139,-5.14839,4.98353
7.5950,3.111983,-5.15644,5.10202
7.5960,3.106818,-5.16445,5.09746
7.5970,3.101646,-5.17243,4.96393
7.5980,3.096465,-5.18037,4.93416
7.5990,3.091277,-5.18828,4.96366
7.6000,3.086081,-5.19615,5.10260
7.6010,3.080877,-5.20399,4.94280
7.6020,3.075665,-5.21179,4.75182
7.6030,3.070446,-5.21955,4.90382
7.6040,3.065218,-5.22728,4.84505
7.6050,3.059983,-5.23498,4.85536
7.6060,3.054741,-5.24263,4.89954
7.6070,3.049490,-5.25025,4.96183
7.6080,3.044233,-5.25784,4.82232
7.6090,3.038967,-5.26539,5.01732
7.6100,3.033694,-5.27290,5.00429
7.6110,3.028414,-5.28038,5.01264
7.6120,3.023126,-5.28782,4.83299
7.6130,3.017831,-5.29523,4.87813
7.6140,3.012528,-5.30259,4.95373
7.6150,3.007218,-5.30993,4.99733
7.6160,3.001901,-5.31722,5.00530
7.6170,2.996577,-5.32448,4.72839
7.6180,2.991245,-5.33170,4.77085
7.6190,2.985906,-5.33889,4.87873
7.6200,2.980560,-5.34604,4.96629
7.6210,2.975207,-5.35315,4.83272
7.6220,2.969847,-5.36023,4.81122
7.6230,2.964479,-5.36727,4.94162
7.6240,2.959105,-5.37427,4.68800
7.6250,2.953724,-5.38124,4.76250
7.6260,2.948336,-5.38817,4.79359
7.6270,2.942941,-5.39506,4.63156
7.6280,2.937539,-5.40191,4.74365
7.6290,2.932130,-5.40873,4.72080
7.6300,2.926714,-5.41551,4.70756
7.6310,2.921292,-5.42226,4.81696
7.6320,2.915863,-5.42896,4.71341
7.6330,2.910428,-5.43563,4.84850
7.6340,2.904985,-5.44226,4.59358
7.6350,2.899536,-5.44886,4.72308
7.6360,2.894081,-5.45542,4.65056
7.6370,2.888619,-5.46194,4.67700
7.6380,2.883151,-5.46842,4.64818
7.6390,2.877676,-5.47486,4.66213
7.6400,2.872195,-5.48127,4.54566
7.6410,2.866707,-5.48764,4.50748
7.6420,2.861213,-5.49398,4.45809
7.6430,2.855713,-5.50027,4.44010
7.6440,2.850206,-5.50653,4.75767
7.6450,2.844693,-5.51275,4.59159
7.6460,2.839174,-5.51893,4.58465
7.6470,2.833649,-5.52507,4.52982
7.6480,2.828118,-5.53118,4.47900
7.6490,2.822581,-5.53725,4.44229
7.6500,2.817038,-5.54328,4.59951
7.6510,2.811488,-5.54927,4.41824
7.6520,2.805933,-5.55522,4.46333
7.6530,2.800372,-5.56114,4.26128
7.6540,2.794805,-5.56702,4.45262
7.6550,2.789232,-5.57286,4.36774
7.6560,2.783654,-5.57866,4.39719
7.6570,2.778069,-5.58442,4.24129
7.6580,2.772479,-5.59015,4.45732
7.6590,2.766883,-5.59583,4.41458
7.6600,2.761282,-5.60148,4.34276
7.6610,2.755675,-5.60709,4.34014
7.6620,2.750062,-5.61266,4.39354
7.6630,2.744444,-5.61820,4.30611
7.6640,2.738820,-5.62369,4.17206
7.6650,2.733191,-5.62915,4.01009
7.6660,2.727556,-5.63457,4.19972
7.6670,2.721916,-5.63994,4.29786
7.6680,2.716271,-5.64528,4.17732
7.6690,2.710620,-5.65059,4.06553
7.6700,2.704965,-5.65585,4.16943
7.6710,2.699304,-5.66107,4.05326
7.6720,2.693637,-5.66626,4.22187
7.6730,2.687966,-5.67140,3.96157
7.6740,2.682289,-5.67651,4.19408
7.6750,2.676608,-5.68158,4.21305
7.6760,2.670921,-5.68661,4.01104
7.6770,2.665230,-5.69160,3.89558
7.6780,2.659533,-5.69655,4.09121
7.6790,2.653832,-5.70147,4.10463
7.6800,2.648125,-5.70634,4.16821
7.6810,2.642414,-5.71117,4.10581
7.6820,2.636698,-5.71597,3.98659
7.6830,2.630977,-5.72073,3.86747
7.6840,2.625252,-5.72544,4.01305
7.6850,2.619522,-5.73012,4.08782
7.6860,2.613787,-5.73476,3.96738
7.6870,2.608048,-5.73936,3.90276
7.6880,2.602304,-5.74392,3.90327
7.6890,2.596555,-5.74844,3.82151
7.6900,2.590802,-5.75292,3.92377
7.6910,2.585045,-5.75736,3.78040
7.6920,2.579283,-5.76176,3.88637
7.6930,2.573517,-5.76612,3.87910
7.6940,2.567747,-5.77045,3.92733
7.6950,2.561972,-5.77473,3.64980
7.6960,2.556193,-5.77898,3.66326
7.6970,2.550410,-5.78318,3.71222
7.6980,2.544622,-5.78734,3.67241
7.6990,2.538831,-5.79147,3.64393
7.7000,2.533035,-5.79555,3.74567
7.7010,2.527236,-5.79960,3.68513
7.7020,2.521432,-5.80361,3.70875
7.7030,2.515625,-5.80757,3.64174
7.7040,2.509813,-5.81150,3.52393
7.7050,2.503998,-5.81539,3.60118
7.7060,2.498179,-5.81923,3.52125
